run,route_idx,route_label,bin_label,bin_value,argmax_count,argmax_rate,true_nearest_count,true_nearest_rate,avg_probability
gemini_train,1,expert_0:google/gemini-3-flash-preview,I,0.4,0,0.0,11,0.021526418786692758,0.044444126785967916
gemini_train,1,expert_0:google/gemini-3-flash-preview,J,0.45,13,0.025440313111545987,24,0.046966731898238745,0.05264285098899834
gemini_train,1,expert_0:google/gemini-3-flash-preview,K,0.5,2,0.003913894324853229,23,0.04500978473581213,0.04331917101435305
gemini_train,1,expert_0:google/gemini-3-flash-preview,L,0.55,2,0.003913894324853229,23,0.04500978473581213,0.03887712858150733
gemini_train,1,expert_0:google/gemini-3-flash-preview,M,0.6,0,0.0,8,0.015655577299412915,0.02754594022948058
gemini_train,1,expert_0:google/gemini-3-flash-preview,N,0.65,10,0.019569471624266144,11,0.021526418786692758,0.03994043275553081
gemini_train,1,expert_0:google/gemini-3-flash-preview,O,0.7,0,0.0,12,0.023483365949119372,0.028457848100757605
gemini_train,1,expert_0:google/gemini-3-flash-preview,P,0.75,0,0.0,12,0.023483365949119372,0.019128691093330822
gemini_train,1,expert_0:google/gemini-3-flash-preview,Q,0.8,3,0.005870841487279843,4,0.007827788649706457,0.023681613159513008
gemini_train,1,expert_0:google/gemini-3-flash-preview,R,0.85,0,0.0,4,0.007827788649706457,0.021833595853958325
gemini_train,1,expert_0:google/gemini-3-flash-preview,S,0.9,0,0.0,16,0.03131115459882583,0.02750830799887397
gemini_train,1,expert_0:google/gemini-3-flash-preview,T,0.95,89,0.17416829745596868,30,0.05870841487279843,0.04203114151469853
gemini_train,1,expert_0:google/gemini-3-flash-preview,U,1.0,0,0.0,13,0.025440313111545987,0.017575864270806756
